,X,Y,AADT 2015,AADT 2016
5340,-76.62100003,38.8660061,"1,151","1,192"
5341,-76.69855163,39.25805684,"7,564","7,725"
5342,-76.65631369,39.29433352,"5,593","5,704"
5343,-76.52663461,38.19594242,,"1,030"
5344,-76.85785305,38.94805036,"26,091","26,642"
5345,-77.01512214,38.79092915,"2,844","2,905"
5346,-76.79232917,39.61662145,712,743
5347,-76.80734458,39.28440129,"43,820","44,651"
5348,-75.6942757,38.21888722,"3,070","3,171"
5349,-75.53945079,38.36784935,"3,234","3,950"
5350,-76.6264506,39.39682359,"40,391","41,172"
5351,-76.815377,39.27887678,"15,552","15,853"
5352,-76.8435918,38.89288457,"11,930","12,181"
5353,-77.13145466,39.05095842,"29,752","33,170"
5354,-76.54321602,39.27068847,"6,992","8,430"
5355,-75.25283003,38.37352857,"8,280","8,565"
5356,-77.14039665,39.08607022,372,383
5357,-75.37336453,38.3312178,"1,432","1,483"
5358,-76.77806208,38.53467984,410,230
5359,-77.1514253,39.05793129,"11,271","11,482"
5360,-77.16753819,39.08600152,"4,593","4,694"
5361,-76.55458045,39.29034819,"2,513","2,574"
5362,-76.61349221,39.32757705,"1,593","1,624"
5363,-76.5911043,39.13479867,985,"1,000"
5364,-76.7336486,38.90155929,"2,870","2,921"
5365,-75.67095217,38.03761336,521,542
5366,-76.94882141,39.4036001,"31,502","34,140"
5367,-77.15201661,39.19082732,"14,683","14,964"
5368,-78.18111247,39.7078506,"1,480","1,531"
5369,-76.86299195,38.96126436,"69,421","70,742"
5370,-76.60252165,39.31010168,"9,242","10,030"
5371,-77.54207472,39.44321894,"12,252","12,270"
5372,-76.81031876,39.42968246,"79,121","80,782"
5373,-76.67682927,39.24438085,"21,373","21,784"
5374,-77.22726843,39.2688409,562,573
5375,-76.65400586,39.0847782,"1,274","1,315"
5376,-76.44436715,39.10979841,"1,304","1,345"
5377,-76.83830301,39.0619223,"1,782","1,930"
5378,-76.95019131,39.07580041,"1,481","1,512"
5379,-77.26082965,39.38329394,"1,900","1,941"
5380,-77.23369442,39.19134559,"3,563","3,634"
5381,-76.64384123,39.48291733,,
5382,-76.42720014,38.33430335,,
5383,-76.92324481,39.19641739,"6,250","6,371"
5384,-76.86982283,39.1043157,"8,243","8,404"
5385,-76.32734506,39.43210704,,
5386,-77.16405337,39.07494603,"3,654","3,735"
5387,-76.52448579,38.29933211,"21,481","21,882"
5388,-76.73428898,39.54195436,"8,244","8,525"
5389,-76.70408691,39.30975649,"20,504","20,905"
5390,-76.61084181,39.28823387,"8,040","8,191"
5391,-76.5850806,39.2979881,"5,753","5,874"
5392,-77.7523092,39.60859446,375,390
5393,-76.97514109,39.2297102,"6,520","6,651"
5394,-77.33891295,39.32143223,"9,281","9,572"
5395,-76.71086867,39.2357186,"11,311","11,500"
5396,-76.85122818,39.16652974,"13,644","13,925"
5397,-77.16121254,39.13079928,"1,893","1,934"
5398,-75.40510226,38.18809103,"5,611","5,782"
5399,-76.85888268,39.12707991,"5,303","6,940"
5400,-76.75331762,39.59504798,"5,095","5,870"
5401,-76.74378341,38.44487511,"5,961","6,162"
5402,-76.43702167,39.37822073,"2,575","2,810"
5403,-76.67726145,39.03717124,"70,070","71,401"
5404,-76.98880785,38.5914595,"6,591","6,812"
5405,-77.17245689,38.98326254,"1,443","1,474"
5406,-76.88926598,39.11674008,"2,173","2,214"
5407,-76.93522575,38.93937277,"31,550","32,161"
5408,-77.09374798,38.98102996,"10,923","11,134"
5409,-76.91513727,39.7031842,"1,832","1,893"
5410,-77.75053819,39.65472952,"1,700","1,640"
5411,-77.5282535,39.47172815,"70,165","72,158"
5412,-75.8761005,39.33540252,"4,614","4,775"
5413,-76.61120233,39.23828035,"20,921","21,322"
5414,-76.61691882,39.2958161,"8,063","8,224"
5415,-77.04127045,39.01397847,"12,174","12,445"
5416,-75.2098688,38.32371246,"4,565","5,250"
5417,-76.60732448,39.28077992,"13,305","17,970"
5418,-77.72946933,39.60736442,"3,130","3,191"
5419,-78.92963277,39.65638724,"2,341","2,392"
5420,-76.63508137,39.4379216,"1,142","1,173"
5421,-76.56012919,39.34272842,843,864
5422,-76.92101184,38.82126467,"25,891","27,940"
5423,-75.69011326,38.41793499,"3,121","3,222"
5424,-76.71874086,39.09204943,"4,803","4,894"
5425,-76.95215344,39.30655003,"6,792","7,133"
5426,-76.5692745,38.51638701,"38,131","39,342"
5427,-77.80294808,39.62722297,"41,850","42,741"
5428,-76.65391811,39.49571971,"22,350","22,781"
5429,-75.95696845,39.21841858,"2,661","2,660"
5430,-76.47942802,38.28579134,"5,831","5,952"
5431,-76.65224451,39.66033838,"4,501","4,642"
5432,-76.4960281,39.35311511,"15,730","16,071"
5433,-77.73449315,39.68976493,"1,735","1,760"
5434,-77.24859863,39.48452727,"9,015","9,660"
5435,-76.7905311,39.41042752,"2,401","2,452"
5436,-76.88794819,38.64700682,,
5437,-76.6459482,39.30254995,"18,292","17,630"
5438,-77.53156966,39.3589674,"1,334","3,020"
5439,-76.85899706,39.17773542,"3,605","3,460"
5440,-76.65703024,39.21849792,"11,912","12,163"
5441,-77.12711199,39.03007411,"3,204","3,275"
5442,-76.94606974,38.41134934,"7,644","7,895"
5443,-76.61222089,39.21821332,"12,423","12,654"
5444,-75.60420934,38.3073988,"3,094","3,195"
5445,-76.33389559,39.43232659,"27,250","27,771"
5446,-77.15223151,39.10837312,"21,763","22,184"
5447,-77.40282276,39.43404452,"5,991","6,112"
5448,-75.97790727,39.0054105,"3,795","3,350"
5449,-75.51801375,38.26605082,620,631
5450,-76.50729049,39.29078186,"32,431","33,052"
5451,-76.62338905,39.20679222,"7,720","7,871"
5452,-77.41097132,39.42457475,"7,361","7,502"
5453,-76.78570378,38.37129434,"9,211","10,290"
5454,-76.89219816,39.06058227,"11,413","11,644"
5455,-77.75590449,39.64916449,"5,472","5,290"
5456,-76.25647927,38.97176954,"1,180","1,211"
5457,-77.28378644,39.1717544,"10,790","10,991"
5458,-76.71130188,39.28725852,"9,804","10,005"
5459,-76.03695522,39.02943642,"3,820","3,730"
5460,-76.52114061,39.16084896,0,
5461,-76.74449123,39.15546702,"10,475","9,260"
5462,-76.64536766,39.70503379,"2,095","2,270"
5463,-76.03744133,39.31769455,"1,355","1,460"
5464,-76.62156767,39.28627737,"19,370","19,731"
5465,-76.65944948,39.19592088,"7,744","7,905"
5466,-75.61349383,38.32735584,"8,600","8,761"
5467,-76.62130643,39.08587331,"10,613","10,814"
5468,-76.6704847,39.63163327,692,713
5469,-77.01524472,39.01753332,"65,642","69,020"
5470,-76.70359295,39.35515227,"20,413","19,400"
5471,-76.95511135,39.07257496,"7,783","7,934"
5472,-76.47072715,39.02240938,"5,862","5,973"
5473,-76.69337732,39.37291787,,
5474,-76.58043776,39.40708485,"3,384","3,455"
5475,-76.61167535,39.27222748,"10,041","10,232"
5476,-77.41012668,39.43462762,"10,155","12,480"
5477,-76.86477395,39.12847991,"5,603","6,620"
5478,-76.19399416,39.48988573,"40,640","41,411"
5479,-76.51177644,38.97862743,"1,832","1,830"
5480,-76.06629758,39.0430961,"7,711","7,942"
5481,-77.78597065,39.68052675,"1,642","1,693"
5482,-76.91921898,38.82134404,"14,735","15,045"
5483,-76.69812461,39.28204771,"2,373","2,424"
5484,-77.1361519,39.07939963,"29,020","29,581"
5485,-77.01266684,38.79438723,94,105
5486,-76.77431661,39.10868665,"1,782","1,813"
5487,-75.35600363,38.38865156,"2,495","2,770"
5488,-76.70344345,39.23363167,"3,503","3,584"
5489,-76.92518202,39.01731784,"6,580","6,721"
5490,-77.11969834,39.01650986,"1,654","1,705"
5491,-76.89909714,38.85606442,"5,474","5,595"
5492,-76.73179175,39.16774145,"9,490","9,671"
5493,-77.73079805,39.64637691,"4,681","4,762"
5494,-77.00423496,39.32386753,60,71
5495,-75.60466349,38.30691176,214,225
5496,-77.07448678,39.12656669,"7,443","7,594"
5497,-76.18234324,39.51929302,260,271
5498,-76.477988,39.33902094,"54,230","55,261"
5499,-77.14065244,39.07146584,"2,383","2,434"
5500,-76.39424879,39.34562001,"3,623","3,704"
5501,-76.61232045,39.23148717,"26,131","26,632"
5502,-75.6041476,38.30701971,864,885
5503,-77.77939837,39.69616686,"5,231","5,402"
5504,-76.67436993,38.29380054,240,261
5505,-76.8274865,39.60070341,"4,534","4,695"
5506,-76.51897667,39.32924788,"6,303","6,424"
5507,-77.20869265,39.28372114,"4,580","4,671"
5508,-76.71865075,38.89556595,"55,382","57,170"
5509,-76.89830856,38.99620162,"7,474","7,540"
5510,-77.17206179,39.08702805,"8,723","8,914"
5511,-77.14881125,39.19628344,"6,393","6,524"
5512,-76.56324352,39.09953932,,
5513,-75.18454353,38.38798159,"4,052","4,133"
5514,-75.83430504,38.88078632,811,842
5515,-76.72137896,38.94362961,"20,361","20,752"
5516,-76.84666472,39.22287365,"3,912","3,983"
5517,-76.67285988,39.28978072,383,394
5518,-76.93382085,39.10189536,791,822
5519,-76.81845397,39.27631098,"3,332","3,403"
5520,-76.53211279,39.30496208,"13,222","14,250"
5521,-75.90783868,38.71169892,"9,880","10,191"
5522,-76.62319429,39.19531593,"11,524","11,755"
5523,-75.79309998,38.69605471,"5,930","6,111"
5524,-78.83683877,39.59104805,"18,470","18,821"
5525,-76.82557661,39.10255163,"6,424","6,565"
5526,-77.49598723,39.71213794,"1,324","1,365"
5527,-76.65703522,39.3563789,"52,021","53,022"
5528,-78.78811785,39.69346632,603,614
5529,-76.59347801,39.20659379,"1,184","1,215"
5530,-75.41620175,38.3919879,"4,532","5,390"
5531,-76.73929528,39.3736142,,
5532,-77.73685013,39.66913886,134,200
5533,-76.70315781,39.21005776,"1,340","1,361"
5534,-76.40923541,38.21849076,"2,005","2,080"
5535,-75.85200255,37.98572147,"6,690","6,901"
5536,-77.06960846,39.14276188,"6,192","5,710"
5537,-75.60016047,38.35346258,"5,294","5,415"
5538,-77.05847442,39.11149525,"3,433","3,494"
5539,-76.92295992,39.19550892,"5,150","5,241"
5540,-77.4400733,39.40288914,"4,553","4,644"
5541,-77.531999,39.63612805,"3,414","3,545"
5542,-76.43952052,39.02521647,693,770
5543,-76.82126172,39.46670894,"4,113","4,204"
5544,-75.81994616,38.89441847,"1,025","1,130"
5545,-75.08685032,38.33636465,694,725
5546,-75.86737949,39.14501399,"3,184","3,305"
5547,-76.75588535,39.3844174,"119,771","122,065"
5548,-77.01895131,38.79552195,"1,324","1,355"
5549,-76.60270867,39.4068312,"19,312","21,640"
5550,-76.5473245,39.30272607,253,264
5551,-76.47648432,39.2764329,"18,071","18,422"
5552,-75.5844526,38.36630383,380,391
5553,-76.77089258,39.41485463,"4,033","4,104"
5554,-75.6829633,38.1668065,651,672
5555,-76.81202024,39.22931582,"3,734","3,960"
5556,-76.40422419,39.48268642,,
5557,-76.6624278,38.51003957,"13,501","13,922"
5558,-76.32110664,38.97955252,"2,020","2,071"
5559,-77.0003595,38.80136776,"3,240","3,311"
5560,-77.09711315,39.01967012,"2,243","2,284"
5561,-78.01578742,39.62923613,95,80
5562,-76.84343906,39.12413542,"6,032","6,153"
5563,-76.95504429,39.21413694,"30,160","31,121"
5564,-77.25989382,39.19799129,"12,960","13,231"
5565,-76.89953936,38.93148887,"5,071","5,172"
5566,-76.50294107,39.29516017,"21,241","21,652"
5567,-76.59033807,39.31094092,"5,662","5,180"
5568,-76.90619298,39.69716299,"3,572","3,900"
5569,-76.09486556,39.28362493,"2,650","2,741"
5570,-75.74811242,38.11583767,"1,262","1,340"
5571,-76.97362213,39.11802805,"24,791","25,272"
5572,-76.84926364,38.91749962,"2,943","3,014"
5573,-75.77061578,38.03959554,"2,400","2,471"
5574,-76.66225653,39.29292753,"8,363","8,524"
5575,-76.56583524,38.34046415,"31,832","32,250"
5576,-76.31997961,38.98203058,"17,271","17,802"
5577,-77.09425743,38.98525789,"34,780","35,441"
5578,-77.73583323,39.72108335,735,690
5579,-76.59522831,38.77857271,"14,704","15,185"
5580,-75.16942563,38.37983894,"1,554","1,585"
5581,-76.83765342,39.05829528,"7,782","7,970"
5582,-76.93259239,39.05114978,"5,670","5,791"
5583,-77.40807035,39.41519155,"6,441","6,572"
5584,-76.6170085,39.30701075,"5,831","5,962"
5585,-76.73740213,38.81263811,"3,530","3,601"
5586,-77.04167585,39.10004235,233,244
5587,-76.63380658,39.32525831,"6,365","6,495"
5588,-76.6428483,39.15356349,"10,465","10,440"
5589,-76.15916638,38.98215287,"3,394","3,505"
5590,-76.97759892,38.606809,"8,302","8,620"
5591,-76.56071571,39.26857469,"3,612","3,693"
5592,-77.68921317,39.33194214,983,"1,014"
5593,-76.59971652,39.34500348,"19,833","20,224"
5594,-76.72958026,39.17283564,"7,731","7,882"
5595,-77.11130433,39.07491782,"11,694","11,925"
5596,-77.21096842,39.11125993,"34,772","37,540"
5597,-77.76829031,39.62800355,"3,070","3,141"
5598,-76.81297389,39.28117379,"49,860","50,821"
5599,-76.5526658,39.3472275,"10,934","11,155"
5600,-76.87154836,38.82896459,"5,281","5,382"
5601,-76.91507515,38.93767647,"117,961","120,212"
5602,-76.62463553,39.08587927,"127,850","130,541"
5603,-76.7078856,39.23501876,"9,005","9,280"
5604,-75.45566686,38.20933567,483,504
5605,-76.65461716,38.95916921,"3,421","3,502"
5606,-76.45645928,39.31944154,"14,045","14,750"
5607,-77.41282483,39.41429071,"7,001","7,142"
5608,-76.88167596,38.94214621,"3,041","3,112"
5609,-77.03523265,38.99446665,"27,021","27,532"
5610,-76.68659024,39.35403958,"19,173","19,534"
5611,-76.1928831,39.52758682,"7,582","7,743"
5612,-76.533812,39.40053623,,
5613,-76.7203361,39.38998862,"180,082","180,330"
5614,-76.61785274,39.3044392,"7,273","7,414"
5615,-78.33291112,39.70706638,215,160
5616,-77.09669401,38.99840288,"49,752","42,050"
5617,-76.9826069,38.71461066,873,894
5618,-76.61266411,39.30889078,"1,060","1,081"
5619,-76.84676759,38.86681629,"10,905","12,520"
5620,-76.56720141,39.37213176,"19,895","20,285"
5621,-75.58126146,38.34808743,"15,750","16,051"
5622,-77.07367863,38.61466431,"11,581","11,942"
5623,-76.42571816,39.37929542,"12,773","13,024"
5624,-76.43992021,39.32846125,"10,373","10,584"
5625,-76.43456049,39.33349879,"35,120","35,781"
5626,-75.59737879,38.36082674,"3,703","3,774"
5627,-76.98119287,38.8005514,"11,563","11,794"
5628,-76.5156058,39.29148627,"6,071","6,192"
5629,-76.84943388,39.19863165,"12,984","13,255"
5630,-76.99057573,39.04302739,"5,593","5,704"
5631,-78.77217889,39.64692028,"1,442","1,473"
5632,-76.7408515,39.30466954,"1,833","1,680"
5633,-76.58420191,39.24169007,"2,260","2,321"
5634,-75.59413382,38.36569891,"11,702","11,760"
5635,-76.86207313,39.00495171,"1,794","1,270"
5636,-76.92808922,38.92535466,"36,911","37,612"
5637,-76.08783821,38.95351738,840,871
5638,-76.47293825,39.27686328,181,182
5639,-76.53856747,38.58020098,"2,432","2,513"
5640,-76.94289714,39.07734326,"18,493","18,854"
5641,-76.45046925,39.41632921,"2,783","2,834"
5642,-76.90423118,39.14499346,"3,643","3,400"
5643,-76.60426808,39.18474671,"58,130","59,241"
5644,-77.13626401,38.98440643,"11,124","11,355"
5645,-76.78860042,39.20788836,"99,742","98,600"
5646,-76.25282953,39.48526829,"5,033","5,144"
5647,-76.5947263,39.28250404,683,704
5648,-77.21065158,39.15354585,"48,670","49,601"
5649,-76.64045408,39.70537426,"1,755","1,610"
5650,-76.61941817,39.15797065,"9,834","10,035"
5651,-76.94475503,39.41641481,"15,180","15,471"
5652,-76.8859787,38.98969816,"8,305","8,430"
5653,-77.80540283,39.60451078,"1,154","1,110"
5654,-76.56852823,39.37291164,"32,380","33,001"
5655,-76.71890711,39.36788093,"13,791","14,062"
5656,-78.7152903,39.67285481,802,843
5657,-76.88808887,39.11637618,"3,293","3,354"
5658,-76.62910415,39.41871128,"1,054",780
5659,-76.67455298,39.33054724,"1,271","1,302"
5660,-76.77793729,38.36543045,"6,241","6,442"
5661,-75.60861934,38.32164079,"5,052","5,153"
5662,-76.06370762,38.77656867,"9,292","8,750"
5663,-76.97778584,39.01825634,"9,194","9,395"
5664,-76.81269319,39.43467678,"1,663","1,704"
5665,-76.83141788,38.90067482,"5,653","5,764"
5666,-76.33885196,39.4093433,,
5667,-76.89249295,38.32042356,"3,813","3,934"
5668,-77.31667027,39.5349164,"1,792","1,853"
5669,-76.93690867,39.07418946,493,504
5670,-79.07620873,39.68400174,554,595
5671,-76.06031304,38.77587398,"39,501","40,332"
5672,-76.61293872,39.28345505,"32,661","33,282"
5673,-76.35880196,39.56663825,"4,662","4,520"
5674,-76.84050906,38.91020389,"12,564","12,815"
5675,-76.57335864,39.30725342,993,"1,014"
5676,-76.06993647,38.7219128,"1,050","1,081"
5677,-76.6287784,39.47410699,"14,754","15,055"
5678,-76.91167182,38.99360905,"1,473","1,504"
5679,-77.71415753,39.62686007,,
5680,-78.32601915,39.7046813,365,580
5681,-77.24064767,39.18804805,"32,130","32,741"
5682,-77.30504389,39.29419227,"2,721","2,812"
5683,-76.920953,39.07422185,"12,323","12,564"
5684,-76.92524733,39.19512902,"6,663","6,794"
5685,-77.01337559,38.7923273,"1,464","1,505"
5686,-77.30728161,39.41899356,,
5687,-76.55532184,39.39793924,"4,113","4,204"
5688,-76.46580408,39.3399324,"6,333","6,464"
5689,-77.18209717,39.13971314,"12,993","13,244"
5690,-76.97688935,38.80490027,"43,042","34,360"
5691,-76.69155322,39.25386849,"5,114","5,225"
5692,-76.80441078,39.44988234,"4,323","4,404"
5693,-76.00757438,39.04733584,"16,533","16,690"
5694,-76.85893769,39.17785174,244,230
5695,-75.59198544,38.37749062,,
5696,-76.64640144,39.23140934,"49,264","49,821"
5697,-76.82258215,39.47375211,"4,203","4,284"
5698,-77.06255032,39.09217974,"5,943","6,064"
5699,-76.49097477,39.33508236,"114,162","102,090"
5700,-76.36145828,39.56081035,"25,532","26,540"
5701,-76.56243496,39.4016456,"155,632","149,490"
5702,-77.24183614,39.24946792,913,944
5703,-77.07988469,39.02743662,"16,133","16,444"
5704,-76.53008542,39.07767417,"1,152","1,173"
5705,-76.41801063,38.35384756,,
5706,-76.72514341,39.27648503,"205,841","210,172"
5707,-76.83085661,39.20737928,"6,872","7,003"
5708,-76.35527397,38.93670232,"9,384","9,685"
5709,-77.25735973,39.18482277,"4,830","4,941"
5710,-76.4874788,39.14483789,"1,884","1,935"
5711,-77.13676619,39.07368788,"17,193","17,524"
5712,-76.50439439,38.89072118,"3,531","3,602"
5713,-76.61880711,39.30487321,"8,913","9,084"
5714,-76.74501421,39.29630756,,
5715,-76.83994882,38.89428725,"75,671","77,122"
5716,-77.20206941,39.1064871,,
5717,-76.83935619,38.90331482,"15,030","15,321"
5718,-75.87567809,39.24244498,"1,691","1,752"
5719,-76.65555546,39.47351701,"26,802","27,313"
5720,-77.73225934,39.68946183,"2,685","2,670"
5721,-76.6269949,39.29179378,823,844
5722,-76.07871104,38.57200736,"3,664","3,755"
5723,-76.61931201,39.31139642,"28,313","28,854"
5724,-76.63800545,39.31242588,"1,743","1,774"
5725,-76.9252022,39.04695454,"2,631","2,692"
5726,-76.24323847,39.48770345,"93,012","108,381"
5727,-76.4916803,39.33792131,"11,825","12,150"
5728,-77.16532425,39.37984899,"3,961","4,042"
5729,-76.87623133,39.00059362,"6,121","6,242"
5730,-76.83985771,39.10596019,"17,722","19,370"
5731,-75.79004727,39.72066077,"8,532","8,060"
5732,-77.2114091,39.1486011,"9,003","9,174"
5733,-77.41001388,39.42590617,"5,531","5,642"
5734,-76.5355357,38.80438422,"5,034","5,145"
5735,-75.86974418,39.09425867,"1,840","1,911"
5736,-75.12517891,38.33849927,"4,931","5,042"
5737,-75.58926654,38.39018166,,
5738,-76.4709703,39.32603473,,
5739,-76.34010245,39.60129529,"9,031","9,322"
5740,-77.26308759,39.1823036,"7,923","8,074"
5741,-76.90044151,38.92679425,"5,931","6,052"
5742,-79.08163883,39.68406629,"18,810","19,751"
5743,-76.6202108,39.36247071,463,484
5744,-77.14208186,39.13753614,"50,727","57,688"
5745,-76.6151578,38.6606334,"3,961","4,042"
5746,-77.19090499,39.11100845,"2,560","2,621"
5747,-76.69446383,39.0186378,"20,442","19,800"
5748,-76.93079486,38.91870689,"3,481","3,542"
5749,-78.76338176,39.64884013,"51,560","52,641"
5750,-79.31944696,39.62876343,681,712
5751,-76.59445622,39.39382566,,
5752,-76.38385566,39.68116802,"5,044","5,225"
5753,-76.84379009,39.09271526,"37,852","35,450"
5754,-77.09207247,38.98392213,"16,642","16,030"
5755,-76.57822858,39.09438191,,
5756,-76.5441857,38.79363021,"1,364","1,415"
5757,-76.88820122,39.06928651,,
5758,-76.60184952,39.15779069,"2,034","1,930"
5759,-77.01466124,38.79583293,"4,184","4,285"
5760,-79.41140888,39.65977971,845,900
5761,-76.97378319,38.80604077,"2,074","2,520"
5762,-75.89799749,39.40950261,,"2,650"
5763,-76.13957657,38.98002898,273,284
5764,-76.48238151,39.2385483,"34,771","29,340"
5765,-75.56823215,38.33203998,614,645
5766,-76.6796669,39.25491579,"17,323","17,694"
5767,-75.80233306,39.63918106,"1,412","1,443"
5768,-76.47612059,39.02336829,"19,314","19,695"
5769,-76.54046556,38.98404015,"3,251","3,340"
5770,-77.20860483,39.15295797,"10,073","10,274"
5771,-77.21335189,39.10026444,"18,173","18,534"
5772,-76.7853361,39.12313126,290,301
5773,-75.16939633,38.38013504,"2,224","2,275"
5774,-76.72879179,39.34190807,"8,383","8,544"
5775,-77.06549629,38.6031728,"3,204","3,315"
5776,-76.36823208,39.5561466,665,430
5777,-77.10777152,39.41309073,320,331
5778,-76.69765932,39.08920932,"16,991","17,322"
5779,-76.6473086,39.14342281,"2,645","3,470"
5780,-75.70874716,38.21209746,"2,852","2,953"
5781,-76.85822433,38.82932059,551,570
5782,-77.50908762,39.40028884,"1,520","1,551"
5783,-76.54990511,39.36254027,"14,701","14,982"
5784,-77.0149569,38.98450028,"15,865","15,170"
5785,-76.34982451,39.4430624,"6,873","7,024"
5786,-76.64071004,39.24540481,"10,781","10,982"
5787,-77.4194965,39.6146229,485,470
5788,-76.45256848,39.37743737,"10,130","10,320"
5789,-76.77505802,39.11010871,"5,962","6,083"
5790,-77.38822196,39.16436083,"5,970","6,151"
5791,-76.0584533,38.57777204,"28,561","29,442"
5792,-78.75686858,39.65990261,"3,822","3,750"
5793,-75.57136568,38.17049696,130,131
5794,-76.36879038,39.41839235,,
5795,-76.67842244,39.2945654,"2,813","2,864"
5796,-76.7014611,39.22657843,"47,871","48,882"
5797,-76.8723617,38.94528351,"9,482","9,110"
5798,-78.60638831,39.54291992,311,322
5799,-76.53786242,38.98352937,"34,390","35,041"
5800,-76.99617989,38.80349305,"5,500","5,621"
5801,-78.80106738,39.64127207,"1,042","1,063"
5802,-76.77821569,39.11673946,"8,232","8,393"
5803,-75.74268521,38.69745297,743,764
5804,-76.91985849,38.87073521,"2,113","2,164"
5805,-78.72743942,39.66997391,"1,100","1,131"
5806,-76.81256062,39.1411343,"4,955","5,130"
5807,-77.03600292,39.11807445,"10,662","10,570"
5808,-78.96927965,39.68501103,225,220
5809,-76.50718697,39.36306952,0,"147,632"
5810,-76.70764825,39.23292319,"6,955","7,190"
5811,-76.93961175,38.91834109,"126,581","144,530"
5812,-76.44735928,39.02553841,"5,491","5,602"
5813,-75.77598266,38.18755675,"2,390","2,461"
5814,-76.84567088,39.24415492,"10,334","10,545"
5815,-76.67085537,39.42209501,"20,351","20,742"
5816,-76.60017865,39.15741711,"10,015","10,110"
5817,-76.27181957,39.502544,,
5818,-77.50343932,39.42580025,"1,672","1,570"
5819,-76.62084984,39.29390396,"19,820","20,191"
5820,-76.63274231,39.43733866,"10,612","10,833"
5821,-75.69736726,38.2212159,"26,550","27,101"
5822,-76.30887598,39.46545921,,
5823,-76.93104974,38.92102823,,
5824,-76.63955276,39.53980257,"2,362","2,433"
5825,-75.10499455,38.33122108,"1,984","2,045"
5826,-76.30715725,39.50408361,,
5827,-77.73574029,39.72102015,"3,395","2,740"
5828,-76.67461157,39.29985981,"29,351","29,912"
5829,-75.9106742,38.70994962,"2,010","2,081"
5830,-75.0870714,38.33319316,752,773
5831,-76.97048199,38.80982424,"6,004","6,870"
5832,-76.20688098,39.51389169,"1,700","1,761"
5833,-77.43716911,39.40133792,713,734
5834,-76.52158179,39.4021704,"1,062","1,083"
5835,-76.87342283,39.18263787,"4,264","4,355"
5836,-76.80490972,39.20625222,"5,104","5,225"
5837,-75.61369352,38.31612953,,
5838,-76.96606028,38.8427886,"1,243","1,284"
5839,-76.65618478,38.96203332,"4,371","4,472"
5840,-75.20372736,38.37791415,284,295
5841,-76.67424166,39.59201565,"2,202","2,160"
5842,-76.85611448,38.94675781,"21,621","22,072"
5843,-76.65574642,39.30163418,"1,943","1,984"
5844,-75.89365388,38.92962419,"1,572","1,633"
5845,-76.59882538,39.34403843,"2,503","2,554"
5846,-75.91078544,38.71547866,"8,700","8,981"
5847,-75.3987698,38.17424443,"3,470","3,581"
5848,-76.5812301,39.37339801,"26,150","26,641"
5849,-76.85289667,38.91859799,"5,423","5,544"
5850,-77.1177152,39.01369032,"46,721","47,612"
5851,-76.57009589,39.14364297,"2,634","2,695"
5852,-77.73807931,39.66166094,435,710
5853,-76.64768604,39.34645167,"4,005","5,170"
5854,-76.71536703,39.09130145,"6,303","6,424"
5855,-78.57177163,39.70688864,265,240
5856,-76.53149387,39.28881127,"1,673","1,714"
5857,-76.61845683,39.14180089,"13,983","14,254"
5858,-76.5538093,39.2901324,"74,041","74,891"
5859,-77.99702805,39.61777267,501,522
5860,-76.28951864,38.97796196,"10,674","11,025"
5861,-76.56630112,39.31213275,"31,631","32,232"
5862,-77.27821582,39.32193044,"2,094","2,155"
5863,-76.95493598,38.80825341,"4,671","4,752"
5864,-76.87939511,38.99599372,"7,024","7,175"
5865,-75.56199822,38.30849568,,
5866,-76.25098534,39.48287247,"4,523","4,624"
5867,-77.17891562,39.12493518,,
5868,-76.90536979,38.85592451,"25,830","26,321"
5869,-76.85943843,38.94433154,"16,971","17,332"
5870,-77.14282693,39.08219092,"3,722","3,793"
5871,-76.65724015,39.27081837,"1,343","1,374"
5872,-77.58390636,39.3556214,482,503
5873,-76.81407596,39.44740811,"11,971","12,202"
5874,-75.92679463,38.59318989,584,625
5875,-76.95633927,38.64867405,"41,580","42,371"
5876,-76.05610261,39.20596527,"13,791","14,082"
5877,-76.58752884,39.24087639,"81,464","82,193"
5878,-76.58868466,39.28402063,"2,382","2,423"
5879,-78.28965512,39.71839656,40,41
5880,-76.89333407,39.00332778,"9,763","9,620"
5881,-75.9628004,39.15236849,701,732
5882,-76.71727038,39.15719107,"7,990","8,141"
5883,-77.15482856,39.10140434,"46,201","47,082"
5884,-76.74519839,39.32182933,"9,621","9,802"
5885,-77.42405112,39.42615274,"104,520","106,511"
5886,-75.83903965,38.30876313,"1,801","1,862"
5887,-77.1413735,39.07615996,"3,551","3,622"
5888,-76.62228412,39.39786185,,
5889,-76.54618811,39.39648872,"5,400","5,511"
5890,-76.4829882,39.30407091,310,321
5891,-76.52740848,39.2716863,"6,543","6,674"
5892,-76.48897643,39.3379122,"43,463","44,294"
5893,-77.21591749,39.1410375,"50,492","51,453"
5894,-76.60612329,39.13593934,"83,512","84,640"
5895,-75.58126146,38.34808743,"15,750","16,051"
5896,-76.65056132,39.37462683,"15,054","15,355"
5897,-77.23890721,39.23351242,"4,973","5,074"
5898,-77.73577946,39.66760592,335,230
5899,-76.82205794,38.61419266,"2,840","2,931"
5900,-76.87869634,38.91424917,"4,203","4,284"
5901,-76.44751071,39.66082101,390,411
5902,-77.75195293,39.60898915,"3,905","4,220"
