,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,326 ,,,311 ,,,,0 ,,,,0 ,,,319 ,,,,,,319 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,271 ,,,316 ,,,,0 ,,,,0 ,,,294 ,,,,,,294 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,327 ,,,284 ,,,,0 ,,,,0 ,,,306 ,,,,,,306 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,328 ,,,297 ,,,,0 ,,,,0 ,,,313 ,,,,,,313 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,303 ,,,299 ,,,,0 ,,,,0 ,,,301 ,,,,,,301 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,289 ,,,310 ,,,,0 ,,,,0 ,,,300 ,,,,,,300 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,317 ,,,289 ,,,,0 ,,,,0 ,,,303 ,,,,,,303 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,296 ,,,268 ,,,,0 ,,,,0 ,,,282 ,,,,,,282 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,16: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,267 ,,,293 ,,,,0 ,,,,0 ,,,280 ,,,,,,280 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,281 ,,,327 ,,,,0 ,,,,0 ,,,304 ,,,,,,304 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,310 ,,,322 ,,,,0 ,,,,0 ,,,316 ,,,,,,316 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,19: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,270 ,,,273 ,,,,0 ,,,,0 ,,,272 ,,,,,,272 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,272 ,,,217 ,,,,0 ,,,,0 ,,,245 ,,,,,,245 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,21: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,205 ,,,217 ,,,,0 ,,,,0 ,,,211 ,,,,,,211 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,161 ,,,204 ,,,,0 ,,,,0 ,,,183 ,,,,,,183 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,144 ,,,139 ,,,,0 ,,,,0 ,,,142 ,,,,,,142 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total :,,,,,,,0 ,,,,,,0 ,,,,,0 ,,,"5,434 ",,,,"5,377 ",,,,0 ,,,,0 ,,,"5,406 ",,,,,,"5,406 ",,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMPeak Period HR. ,,,,,,,,,,,,,,,,,,,,,,7:00,,,,9:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6AM to 12PM CT. ,,,,,,,,,,,,,,,,,,,,,,330 ,,,,316 ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PMPeak Period HR.,,,,,,,,,,,,,,,,,,,,,,14:00,,,,17:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12PM to 6PM CT. ,,,,,,,,,,,,,,,,,,,,,,317 ,,,,327 ,,,,,,,,,,,,,,,,,,,,,,,,
,Date:  5/1/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,*** Summary of Total Report ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Beginning Hour ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sun,,,,,,Mon,,,,,,,Tue,,,,Wed,,,Thu,,,,,Fri,,,Sat,,,,,Daily Avg,,,,Weekday Avg,,,Weekend Avg,,,,,
,,,0: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,174 ,,,,188 ,,,,,0 ,,,,0 ,,,,,181 ,,,,181 ,,,0 ,,,
,,,1: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,117 ,,,,103 ,,,,,0 ,,,,0 ,,,,,110 ,,,,110 ,,,0 ,,,
,,,2: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,77 ,,,,59 ,,,,,0 ,,,,0 ,,,,,68 ,,,,68 ,,,0 ,,,
,,,3: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,99 ,,,,123 ,,,,,0 ,,,,0 ,,,,,111 ,,,,111 ,,,0 ,,,
,,,4: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,150 ,,,,141 ,,,,,0 ,,,,0 ,,,,,146 ,,,,146 ,,,0 ,,,
,,,5: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,330 ,,,,320 ,,,,,0 ,,,,0 ,,,,,325 ,,,,325 ,,,0 ,,,
,,,6: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,453 ,,,,449 ,,,,,0 ,,,,0 ,,,,,451 ,,,,451 ,,,0 ,,,
,,,7: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,659 ,,,,628 ,,,,,0 ,,,,0 ,,,,,644 ,,,,644 ,,,0 ,,,
,,,8: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,706 ,,,,701 ,,,,,0 ,,,,0 ,,,,,704 ,,,,704 ,,,0 ,,,
,,,9: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,589 ,,,,643 ,,,,,0 ,,,,0 ,,,,,616 ,,,,616 ,,,0 ,,,
,,,10: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,596 ,,,,570 ,,,,,0 ,,,,0 ,,,,,583 ,,,,583 ,,,0 ,,,
,,,11: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,646 ,,,,621 ,,,,,0 ,,,,0 ,,,,,634 ,,,,634 ,,,0 ,,,
,,,12: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,624 ,,,,630 ,,,,,0 ,,,,0 ,,,,,627 ,,,,627 ,,,0 ,,,
,,,13: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,529 ,,,,667 ,,,,,0 ,,,,0 ,,,,,598 ,,,,598 ,,,0 ,,,
,,,14: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,632 ,,,,667 ,,,,,0 ,,,,0 ,,,,,650 ,,,,650 ,,,0 ,,,
,,,15: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,738 ,,,,721 ,,,,,0 ,,,,0 ,,,,,730 ,,,,730 ,,,0 ,,,
,,,16: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,693 ,,,,756 ,,,,,0 ,,,,0 ,,,,,725 ,,,,725 ,,,0 ,,,
,,,17: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,685 ,,,,796 ,,,,,0 ,,,,0 ,,,,,741 ,,,,741 ,,,0 ,,,
,,,18: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,712 ,,,,745 ,,,,,0 ,,,,0 ,,,,,729 ,,,,729 ,,,0 ,,,
,,,19: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,573 ,,,,587 ,,,,,0 ,,,,0 ,,,,,580 ,,,,580 ,,,0 ,,,
,,,20: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,515 ,,,,432 ,,,,,0 ,,,,0 ,,,,,474 ,,,,474 ,,,0 ,,,
,,,21: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,422 ,,,,403 ,,,,,0 ,,,,0 ,,,,,413 ,,,,413 ,,,0 ,,,
,,,22: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,331 ,,,,416 ,,,,,0 ,,,,0 ,,,,,374 ,,,,374 ,,,0 ,,,
,,,23: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,287 ,,,,286 ,,,,,0 ,,,,0 ,,,,,287 ,,,,287 ,,,0 ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total:,,,,0 ,,,,,,0 ,,,,,,,,0 ,,,,"11,337 ",,,,"11,652 ",,,,,0 ,,,0 ,,,,,"11,495 ",,,,"11,495 ",,,0 ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMPeak Period HR.: ,,,,,,,,,,,,,,,,,,,,,,,8:00,,,,8:00,,,,,,,,,,,,,,,,,,,,,,,
,,6AM to 12PM CT.: ,,,,,,,,,,,,,,,,,,,,,,,706 ,,,,701 ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PMPeak Period HR.,,,,,,,,,,,,,,,,,,,,,,,15:00,,,,17:00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12PM to 6PM CT. ,,,,,,,,,,,,,,,,,,,,,,,738 ,,,,796 ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
